Column1;subject;type;condition;goal;block;block_num;block_instr_text;trial_num;stim_0;stim_0_value;stim_1;stim_1_value;position_changed;stim_left;stim_right;stim_left_name;stim_right_name;stim_left_name_feedback;stim_right_name_feedback;optimal_stim;optimal_choice;practice_round.thisRepN;practice_round.thisTrialN;practice_round.thisN;practice_round.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;BlockInstr_disp.started;BlockInstr_disp.stopped;iti.started;iti.stopped;left.started;left.stopped;right.started;right.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;chosen_stim_name;chosen_stim_0;chosen_stim_1;true_accuracy;left_feedback.started;left_feedback.stopped;right_feedback.started;right_feedback.stopped;cumulativePts_self;outcomeDescr;outcome;feedback_text.started;feedback_text.stopped;participant;date;expName;psychopyVersion;frameRate
36;0;0;self;win;self_win;1;Play to WIN points;35;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;35;35;35;2.25E+16;None;2.27E+16;None;2.26E+16;None;2.26E+16;None;left;1;3.58E+15;2.26E+16;None;stimuli/slot1_up.jpg;1;0;1;2.26E+16;None;2.26E+16;None;4500;self win;1;2.27E+14;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
37;0;0;self;win;self_win;1;Play to WIN points;36;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;36;36;36;2.29E+15;None;2.30E+16;None;2.29E+16;None;2.29E+16;None;left;1;3.96E+16;2.29E+16;None;stimuli/slot1_up.jpg;1;0;1;2.30E+16;None;2.30E+16;None;4600;self win;1;2.31E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
38;0;0;self;win;self_win;1;Play to WIN points;37;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot2_up.jpg;right;;;;;0;37;37;37;2.32E+16;None;2.34E+14;None;2.33E+16;None;2.33E+16;None;left;0;4.33E+16;2.33E+16;None;stimuli/slot1_up.jpg;1;0;1;2.33E+16;None;2.33E+16;None;4600;self avoid win;0;2.34E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
39;0;0;self;win;self_win;1;Play to WIN points;38;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;38;38;38;2.36E+15;None;2.38E+16;None;2.36E+16;None;2.36E+16;None;left;0;7.40E+14;2.36E+16;None;stimuli/slot2_up.jpg;0;1;0;2.37E+15;None;2.37E+15;None;4600;self avoid win;0;2.38E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
40;0;0;self;win;self_win;1;Play to WIN points;39;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;39;39;39;2.40E+16;None;2.41E+16;None;2.40E+16;None;2.40E+16;None;right;1;3.31E+16;2.40E+16;None;stimuli/slot1_up.jpg;1;0;1;2.40E+16;None;2.40E+16;None;4700;self win;1;2.41E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
41;0;0;self;win;self_win;1;Play to WIN points;40;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;40;40;40;2.43E+15;None;2.44E+15;None;2.43E+15;None;2.43E+15;None;left;1;3.87E+15;2.43E+15;None;stimuli/slot1_up.jpg;1;0;1;2.44E+16;None;2.44E+16;None;4800;self win;1;2.45E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
42;0;0;self;win;self_win;1;Play to WIN points;41;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;41;41;41;2.46E+15;None;2.48E+15;None;2.47E+14;None;2.47E+14;None;right;1;3.27E+15;2.47E+14;None;stimuli/slot1_up.jpg;1;0;1;2.47E+16;None;2.47E+16;None;4900;self win;1;2.48E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
43;0;0;self;win;self_win;1;Play to WIN points;42;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;42;42;42;2.50E+16;None;2.51E+15;None;2.50E+16;None;2.50E+16;None;right;1;3.67E+15;2.50E+16;None;stimuli/slot1_up.jpg;1;0;1;2.51E+15;None;2.51E+15;None;5000;self win;1;2.52E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
44;0;0;self;win;self_win;1;Play to WIN points;43;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot2_up.jpg;left;;;;;0;43;43;43;2.53E+16;None;2.55E+16;None;2.54E+16;None;2.54E+16;None;right;0;3.73E+16;2.54E+16;None;stimuli/slot1_up.jpg;1;0;1;2.54E+16;None;2.54E+16;None;5000;self avoid win;0;2.55E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
45;0;0;self;win;self_win;1;Play to WIN points;44;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;44;44;44;2.57E+16;None;2.58E+16;None;2.57E+15;None;2.57E+15;None;left;1;4.11E+16;2.57E+15;None;stimuli/slot1_up.jpg;1;0;1;2.58E+14;None;2.58E+14;None;5100;self win;1;2.59E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
46;0;0;self;win;self_win;1;Play to WIN points;45;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot2_up.jpg;left;;;;;0;45;45;45;2.60E+14;None;2.62E+15;None;2.61E+15;None;2.61E+15;None;right;0;4.95E+15;2.61E+15;None;stimuli/slot1_up.jpg;1;0;1;2.61E+16;None;2.61E+16;None;5100;self avoid win;0;2.62E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
47;0;0;self;win;self_win;1;Play to WIN points;46;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot2_up.jpg;right;;;;;0;46;46;46;2.64E+15;None;2.65E+15;None;2.64E+16;None;2.64E+16;None;left;0;5.28E+15;2.64E+16;None;stimuli/slot1_up.jpg;1;0;1;2.65E+16;None;2.65E+16;None;5100;self avoid win;0;2.66E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
48;0;0;self;win;self_win;1;Play to WIN points;47;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;47;47;47;2.67E+15;None;2.69E+15;None;2.68E+15;None;2.68E+15;None;right;1;3.67E+16;2.68E+15;None;stimuli/slot1_up.jpg;1;0;1;2.68E+15;None;2.68E+15;None;5200;self win;1;2.69E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
49;0;0;self;win;self_win;1;Play to WIN points;48;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;48;48;48;2.71E+16;None;2.72E+16;None;2.71E+16;None;2.71E+16;None;right;1;3.26E+16;2.71E+16;None;stimuli/slot1_up.jpg;1;0;1;2.72E+15;None;2.72E+15;None;5300;self win;1;2.73E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
50;0;0;self;win;self_win;1;Play to WIN points;49;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;49;49;49;2.74E+15;None;2.76E+16;None;2.75E+16;None;2.75E+16;None;right;1;3.33E+14;2.75E+16;None;stimuli/slot1_up.jpg;1;0;1;2.75E+16;None;2.75E+16;None;5400;self win;1;2.76E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
51;0;0;self;win;self_win;1;Play to WIN points;50;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;50;50;50;2.78E+15;None;2.80E+15;None;2.78E+15;None;2.78E+15;None;right;1;1.01E+16;2.78E+15;None;stimuli/slot1_up.jpg;1;0;1;2.79E+15;None;2.79E+15;None;5500;self win;1;2.80E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
52;0;0;self;win;self_win;1;Play to WIN points;51;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot2_up.jpg;left;;;;;0;51;51;51;2.82E+15;None;2.83E+15;None;2.82E+15;None;2.82E+15;None;right;0;3.69E+15;2.82E+15;None;stimuli/slot1_up.jpg;1;0;1;2.83E+16;None;2.83E+16;None;5500;self avoid win;0;2.84E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
53;0;0;self;win;self_win;1;Play to WIN points;52;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;52;52;52;2.85E+16;None;2.87E+16;None;2.86E+15;None;2.86E+15;None;right;0;4.38E+16;2.86E+15;None;stimuli/slot2_up.jpg;0;1;0;2.86E+16;None;2.86E+16;None;5500;self avoid win;0;2.87E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
54;0;0;self;win;self_win;1;Play to WIN points;53;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;53;53;53;2.89E+15;None;2.90E+15;None;2.89E+15;None;2.89E+15;None;left;1;3.93E+16;2.89E+15;None;stimuli/slot1_up.jpg;1;0;1;2.90E+15;None;2.90E+15;None;5600;self win;1;2.91E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
55;0;0;self;win;self_win;1;Play to WIN points;54;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;54;54;54;2.92E+15;None;2.94E+15;None;2.93E+15;None;2.93E+15;None;right;1;2.54E+15;2.93E+15;None;stimuli/slot1_up.jpg;1;0;1;2.93E+16;None;2.93E+16;None;5700;self win;1;2.94E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
56;0;0;self;win;self_win;1;Play to WIN points;55;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;55;55;55;2.96E+16;None;2.97E+15;None;2.96E+16;None;2.96E+16;None;right;1;3.44E+15;2.96E+16;None;stimuli/slot1_up.jpg;1;0;1;2.97E+16;None;2.97E+16;None;5800;self win;1;2.98E+14;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
57;0;0;self;win;self_win;1;Play to WIN points;56;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot2_up.jpg;right;;;;;0;56;56;56;2.99E+16;None;3.00E+16;None;3.00E+15;None;3.00E+15;None;left;0;3.19E+15;3.00E+15;None;stimuli/slot1_up.jpg;1;0;1;3.00E+16;None;3.00E+16;None;5800;self avoid win;0;3.01E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
58;0;0;self;win;self_win;1;Play to WIN points;57;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot2_up.jpg;right;;;;;0;57;57;57;3.02E+15;None;3.04E+15;None;3.03E+15;None;3.03E+15;None;left;0;3.91E+16;3.03E+15;None;stimuli/slot1_up.jpg;1;0;1;3.03E+16;None;3.03E+16;None;5800;self avoid win;0;3.04E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
59;0;0;self;win;self_win;1;Play to WIN points;58;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;58;58;58;3.06E+15;None;3.07E+14;None;3.07E+16;None;3.07E+16;None;left;1;3.80E+15;3.07E+16;None;stimuli/slot1_up.jpg;1;0;1;3.07E+15;None;3.07E+15;None;5900;self win;1;3.08E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
60;0;0;self;win;self_win;1;Play to WIN points;59;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;59;59;59;3.09E+15;None;3.11E+16;None;3.10E+15;None;3.10E+15;None;right;1;4.65E+16;3.10E+15;None;stimuli/slot1_up.jpg;1;0;1;3.10E+15;None;3.10E+15;None;6000;self win;1;3.11E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
61;0;0;self;win;self_win;1;Play to WIN points;60;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;60;60;60;3.13E+15;None;3.14E+16;None;3.14E+15;None;3.14E+15;None;right;1;3.39E+16;3.14E+15;None;stimuli/slot1_up.jpg;1;0;1;3.14E+16;None;3.14E+16;None;6100;self win;1;3.15E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
62;0;0;self;win;self_win;1;Play to WIN points;61;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot2_up.jpg;left;;;;;0;61;61;61;3.16E+16;None;3.18E+16;None;3.17E+15;None;3.17E+15;None;left;1;4.43E+16;3.17E+15;None;stimuli/slot2_up.jpg;0;1;0;3.17E+16;None;3.17E+16;None;6200;self win;1;3.18E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
63;0;0;self;win;self_win;1;Play to WIN points;62;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;62;62;62;3.20E+15;None;3.22E+15;None;3.20E+16;None;3.20E+16;None;left;0;4.77E+16;3.20E+16;None;stimuli/slot2_up.jpg;0;1;0;3.21E+15;None;3.21E+15;None;6200;self avoid win;0;3.22E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
64;0;0;self;win;self_win;1;Play to WIN points;63;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;63;63;63;3.24E+15;None;3.25E+15;None;3.24E+15;None;3.24E+15;None;left;1;3.99E+15;3.24E+15;None;stimuli/slot1_up.jpg;1;0;1;3.24E+15;None;3.24E+15;None;6300;self win;1;3.25E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
65;0;0;self;win;self_win;1;Play to WIN points;64;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;64;64;64;3.27E+15;None;3.29E+16;None;3.28E+15;None;3.28E+15;None;left;1;4.20E+16;3.28E+15;None;stimuli/slot1_up.jpg;1;0;1;3.28E+15;None;3.28E+15;None;6400;self win;1;3.29E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
66;0;0;self;win;self_win;1;Play to WIN points;65;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;65;65;65;3.31E+16;None;3.32E+16;None;3.31E+14;None;3.31E+14;None;left;1;4.07E+16;3.31E+14;None;stimuli/slot1_up.jpg;1;0;1;3.31E+16;None;3.31E+16;None;6500;self win;1;3.32E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
67;0;0;self;win;self_win;1;Play to WIN points;66;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;66;66;66;3.34E+15;None;3.35E+16;None;3.35E+16;None;3.35E+16;None;right;1;3.31E+15;3.35E+16;None;stimuli/slot1_up.jpg;1;0;1;3.35E+15;None;3.35E+15;None;6600;self win;1;3.36E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
68;0;0;self;win;self_win;1;Play to WIN points;67;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;67;67;67;3.37E+15;None;3.39E+15;None;3.38E+16;None;3.38E+16;None;left;1;3.23E+14;3.38E+16;None;stimuli/slot1_up.jpg;1;0;1;3.38E+16;None;3.38E+16;None;6700;self win;1;3.39E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
69;0;0;self;win;self_win;1;Play to WIN points;68;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot2_up.jpg;right;;;;;0;68;68;68;3.41E+16;None;3.42E+15;None;3.41E+15;None;3.41E+15;None;left;0;3.79E+15;3.41E+15;None;stimuli/slot1_up.jpg;1;0;1;3.42E+16;None;3.42E+16;None;6700;self avoid win;0;3.43E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
70;0;0;self;win;self_win;1;Play to WIN points;69;stimuli/slot1_up.jpg;0;stimuli/slot2_up.jpg;1;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot2_up.jpg;left;;;;;0;69;69;69;3.44E+15;None;3.46E+15;None;3.45E+15;None;3.45E+15;None;right;0;3.68E+15;3.45E+15;None;stimuli/slot1_up.jpg;1;0;1;3.45E+15;None;3.45E+15;None;6700;self avoid win;0;3.46E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
71;0;0;self;win;self_win;1;Play to WIN points;70;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;0;1;2;stimuli/slot1_up.jpg;stimuli/slot2_up.jpg;stimuli/slot1_down.jpg;stimuli/slot2_down.jpg;stimuli/slot1_up.jpg;left;;;;;0;70;70;70;3.48E+15;None;3.49E+15;None;3.48E+16;None;3.48E+16;None;left;1;3.42E+16;3.48E+16;None;stimuli/slot1_up.jpg;1;0;1;3.49E+15;None;3.49E+15;None;6800;self win;1;3.50E+15;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
72;0;0;self;win;self_win;1;Play to WIN points;71;stimuli/slot1_up.jpg;1;stimuli/slot2_up.jpg;0;1;2;1;stimuli/slot2_up.jpg;stimuli/slot1_up.jpg;stimuli/slot2_down.jpg;stimuli/slot1_down.jpg;stimuli/slot1_up.jpg;right;;;;;0;71;71;71;3.51E+16;None;3.53E+15;None;3.52E+15;None;3.52E+15;None;right;1;3.33E+15;3.52E+15;None;stimuli/slot1_up.jpg;1;0;1;3.52E+15;None;3.52E+15;None;6900;self win;1;3.53E+16;None;0;2021_Mar_01_2315;two-armed-bandit;202110;6.00E+15
